incident_id,incident_date,matched_company,ticker,CIK,listing_status,role,severity_tier,severity_source,disclosure_code,code_confidence,accounting_filing_item,accounting_booked_impact,evidence,rationale,title
637,2024-01-31,"SoundThinking, Inc.",SSTI,1351636,LISTED,developer,T1-limited,rubric,T3,high,,,"In-window annual: FY2023 10-K filed 2024-04-01 (acc 0000950170-24-039479, ssti-20231231.htm), read directly. Contains the same-family risk factor 'Real or perceived false positive gunshot alerts or failure or perceived failure to generate alerts for actual gunfire could...damage our brand and reputa",Accuracy/reliability of the gunshot-detection system is disclosed generically; the specific 47%-accuracy-in-Chicago reporting is not named. => T3.,Gunshot Detection Technology ShotSpotter (now SoundThinking) Reportedly Only Has 47% Accuracy in Chicago System
638,2022-05-16,"Tesla, Inc.",TSLA,1318605,LISTED,developer,T3-severe,rubric,T3,high,,,Window (2022-05 to 2023-05) includes FY2022 10-K (2023-01) with Autopilot/FSD 'crashes resulting in death or personal injury' risk language and disclosure of the general DOJ Autopilot/FSD probe. The Hans von Ohain FSD fatality is not named in any filing.,"Fatal FSD crash not individually disclosed; only generic same-family FSD death/injury risk language (and a general, non-incident-specific DOJ probe) present = T3.",Fatal Crash Involving Tesla Full Self-Driving Claims Employee's Life
640,2023-12-11,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,medium,,,"Window 2023-12-11 to 2024-12-11. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries AI/ML technological-challenge and 'inaccuracies... and other issues' risk language plus Other Bets/Waymo autonomous-technology risk. Waymo double tow-truck collision and software recall is an AV-auto",Waymo AV software recall covered by generic AI/ML + Other Bets technological risk language; the specific recall is not named in any in-window filing => T3 not T1.,Waymo Software Flaw Reportedly Leads to Double Collision with Tow Truck
645,2024-02-21,Alphabet Inc.,GOOGL,1652044,LISTED,both,T2-moderate,rubric,T3,high,,,"FY2024 10-K (acc 0001652044-25-000014) risk factor: 'harmful content, inaccuracies, discrimination'; heading 'Issues in the development and use of AI may result in reputational harm.' Gemini image-diversity/bias controversy not named; verified no specific event in risk factors/MD&A.",High-profile Gemini bias event squarely within the 'discrimination'/'harmful content'/'reputational harm' AI risk family but not individually disclosed.,Seeming Pattern of Gemini Bias and Sociotechnical Training Failures Harm Google's Reputation
646,2024-02-22,Snap Inc.,SNAP,1564408,LISTED,both,T2-moderate,rubric,T3,medium,,,"Snap (CIK 0001564408). FY2023 10-K (0001564408-24-000019) contains 'personal injury' (efts confirms 1 hit) and platform-safety/minors risk language, but efts 'adolescent' = 0 hits (Snap does not reference the social-media adolescent personal-injury MDL by that term), and the specific matter (a court","Conservative T3: Snap carries same-family platform-safety-of-minors and product/personal-injury litigation risk language, but the specific Quick Add/Section 230 case is not individually named; evidence did not confirm it as an itemized pending legal proceeding (which would raise it toward T2). T3, m",Snapchat's Algorithm Alleged to Link Minor with Sex Offenders
647,2024-02-06,Alphabet Inc.,GOOGL,1652044,PARENT,both,T2-moderate,rubric,T3,medium,,,"Window 2024-02-06 to 2025-02-06. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries AI/ML technological-challenge risk language plus Other Bets/Waymo autonomous-technology risk; FY2024 10-K (filed 2025-02-05, edge) broadens Waymo safety/recall language but does not name this specifi",Waymo AV perception/collision incident covered by generic AI/ML + Other Bets technological risk language; event not specifically named => T3.,A Self-Driving Waymo Robotaxi Reportedly Collided with a Bicyclist
654,2024-03-06,Microsoft Corporation,MSFT,789019,LISTED,both,T2-moderate,rubric,T3,high,,,Window 2024-03-06..2025-03-06 includes FY2024 10-K (0000950170-24-087843) with 'flawed or biased'/'unintended or inappropriate' AI-harm risk language covering offensive/harmful generated content. Copilot Designer producing sexual/violent/biased images (engineer's FTC letter) is within that family; n,In-window generic AI risk-factor language of same family; event unnamed. T3.,Microsoft Copilot Designer Reportedly Generated Inappropriate AI Images
655,2024-01-11,"Meta Platforms, Inc.",META,1326801,LISTED,both,T2-moderate,rubric,T3,high,,,"efts q='deepfake' returned only proxy filings, but FY2024 10-K Risk Factors do address 'misinformation and deepfakes' and objectionable/fraudulent third-party activity, plus AI-moderation limits. The proliferation of investor-impersonation/deepfake scams on Facebook is not named as an event.",Same-family scam/deepfake/objectionable-third-party-activity risk language present; specific event not disclosed. T3.,Scams Reportedly Impersonating Wealthy Investors Proliferating on Facebook
674,2024-03-14,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,medium,,,"FY2024 10-K risk factor: 'harmful content ... may create new avenues of abuse for bad actors' and 'Unintended consequences, uses, or customization of our AI tools.' Election-deepfake ecosystem not named.",Cross-industry election-disinformation phenomenon; Google is one of many generative-tool developers. Covered by generic bad-actor/misuse AI language; no specific disclosure.,Manipulated Media via AI Disinformation and Deepfakes in 2024 Elections Erode Trust Across More Than 50 Countries
684,2024-04-04,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,"FY2024 10-K: 'harmful content, inaccuracies' and product-quality risk 'If the quality of our products and services does not meet expectations.' Google Books AI-content indexing not named.",Product-quality/inaccuracy AI risk family present; specific event not disclosed.,Google Books Appears to Be Indexing Works Written by AI
686,2024-04-03,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,"FY2024 10-K AI-risk language: 'bias, discrimination' and inaccurate/harmful output. Meta's AI image generator failing to depict interracial couples is not named.",Same-family generative-AI bias risk language present; specific event not disclosed. T3.,Meta AI Image Generator Reportedly Fails to Accurately Represent Interracial Relationships
693,2024-05-14,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,"FY2024 10-K: 'harmful content, inaccuracies'; 'Unintended consequences ... may result in claims, lawsuits, brand or reputational harm.' AI Overviews 'confidently incorrect/harmful' outputs (glue-on-pizza era) not named; verified no specific example in filing.","Flagship AI-Overviews error wave; squarely in inaccuracies/harmful-content family, not individually disclosed.",Google AI Reportedly Delivering Confidently Incorrect and Harmful Information
696,2024-02-14,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,medium,,,FY2024 10-K discloses AI/automation-in-advertising risks and reliance on AI ad-ranking/optimization that may malfunction. The Advantage+ automated-ad overspending/CPM-surge affecting advertisers is not named as an event or litigation.,Same-family AI-ad-automation risk language present; specific Advantage+ overspend incident not disclosed. T3.,Meta's AI Ad Platform Reportedly Causes Overspending and Poor Performance
700,2024-05-20,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,medium,,,FY2024 10-K generative-AI risk language ('inaccurate ... or harmful content'; AI features may draw 'negative consumer perceptions' and 'ethical concerns'). Meta AI chatbots entering support communities uninvited and posting false/misleading info is not named.,Same-family generative-AI misleading-output risk language present; specific event not disclosed. T3.,Meta's AI Chatbots Are Reportedly Entering Online Support Communities Uninvited
707,2024-06-13,"Tesla, Inc.",TSLA,1318605,LISTED,developer,T3-severe,rubric,T3,high,,,"Autopilot crash into parked Fullerton CA police vehicle not named in filings. In-window 10-K = Tesla FY2024 (0001628280-25-003063, tsla-20241231.htm, filed 2025-01-30), which carries same-family Autopilot/FSD risk language: 'our vehicles have been involved and we expect in the future will be involve",Individual Autopilot crash not disclosed; same-family Autopilot/FSD risk language present in in-window 10-K -> GENERIC-RISK-LANGUAGE.,"Tesla Reportedly in Autopilot Mode Hits Parked Police Vehicle in Fullerton, California"
710,2024-04-15,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,FY2024 10-K content-moderation and AI-accuracy risk language ('accuracy'; automated systems susceptible to error; over-/under-enforcement of community standards). Facebook AI mislabeling Auschwitz Memorial photos as 'bullying'/'nudity' is not named.,Same-family AI-moderation-error risk language present; specific event not disclosed. T3.,Facebook AI Reportedly Mislabels Auschwitz Photos as 'Bullying' and 'Nudity'
711,2024-04-26,"Tesla, Inc.",TSLA,1318605,LISTED,both,T3-severe,rubric,T2,medium-high,,,"NHTSA's April 2024 probe into Autopilot (examining adequacy of Tesla's December 2023 recall of ~2M vehicles). Tesla's in-window FY2024 10-K (accession 0001628280-25-003063, tsla-20241231.htm, filed 2025-01-30) discloses the NHTSA/regulatory and DOJ Autopilot matters as legal/contingency items: EDGAR","The event itself is a NHTSA regulatory investigation/recall-adequacy probe. Tesla discloses the NHTSA Autopilot investigations, the December 2023 recall, and DOJ requests as legal/regulatory contingencies (NHTSA/recalls/DOJ bucket) -> LEGAL-PROCEEDINGS. Coded T2 rather than T1 because disclosure is ",NHTSA Opens New Probe into Tesla’s Autopilot Following More than a Dozen Fatal Accidents
712,2024-04-26,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,"FY2024 10-K AI-risk language explicitly includes 'inaccurate, defamatory or harmful content' and 'accuracy'. Meta AI chatbot fabricating sexual-harassment allegations against New York lawmakers is not named.",Same-family generative-AI hallucination/defamation risk language present; specific event not disclosed. T3.,Meta AI Hallucinates Harassment Allegations Against New York Politicians
714,2024-03-29,Microsoft Corporation,MSFT,789019,LISTED,developer,T1-limited,rubric,T3,high,,,Window 2024-03-29..2025-03-29 includes FY2024 10-K (0000950170-24-087843) with AI flawed/inaccurate-output risk language. Microsoft-powered NYC MyCity chatbot giving unlawful advice maps to inaccurate/harmful-output family; not named.,In-window generic AI risk-factor language of same family; event unnamed. T3.,Microsoft-Powered New York City Chatbot Advises Illegal Practices
718,2024-04-06,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,FY2024 10-K flags AI training-data risks and 'intellectual property infringement or misappropriation' plus litigation over training data. The report that Meta/Google/OpenAI overstepped legal boundaries gathering training data (primarily about OpenAI/YouTube) is not named; Meta's own named training-d,Same-family AI-training-data/IP risk language present; this specific multi-company report is not disclosed. T3.,"OpenAI, Google, and Meta Alleged to Have Overstepped Legal Boundaries for Training AI"
723,2024-05-13,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,"efts q='trafficking' = proxy only; no named matter. FY2024 10-K covers ad-delivery/targeting algorithm risk, child-safety scrutiny, and objectionable use. Instagram algorithmically directing a children's-merch ad campaign to adult men/sex offenders is not named.",Same-family ad-targeting and child-safety risk language present; specific event not disclosed. T3.,Instagram Algorithms Reportedly Directed Children's Merchandise Ad Campaign to Adult Men and Sex Offenders
726,2023-10-02,General Motors Company,GM,1467858,PARENT,both,T1-limited,rubric,T1,high,10-K Item 1 (Business/AV strategy) and Item 1A (Risk Factors); charge in Q4/FY2023 earnings 8-K special-items/EBIT-adjusted reconciliation and FY2023 10-K restructuring note (NOTE: the incident is NOT in the Legal Proceedings/Commitments & Contingencies note).,"yes -- $478 million 'Cruise restructuring' charge (Q4 and full-year 2023), described as non-cash restructuring, supplier-related and employee-separation charges 'resulting from Cruise voluntarily pausing its driverless, supervised and manual AV operations'; recorded as an EBIT-adjusted special item, not as an incident-specific legal reserve (no reserve for the investigations/settlement disclosed in the contingencies note).","GM FY2023 10-K (0001467858-24-000031, 2024-01-30), Item 1 Business and Item 1A Risk Factors: 'In October 2023, a hit-and-run accident involving a pedestrian and a third-party vehicle occurred, which resulted in the pedestrian being thrown into the path of a Cruise AV... the California DMV suspended ","The October 2023 Cruise pedestrian incident is explicitly narrated (event, DMV permit suspension, voluntary pause, and NHTSA/DOJ/SEC/DMV/CPUC investigations) in the FY2023 10-K and accompanied by a booked $478M Cruise restructuring charge -- a clear disclosed-specific T1.",A Self-Driving Cruise Robot Taxi Reportedly Struck and Dragged a Pedestrian 20 Feet
731,2023-12-01,"Meta Platforms, Inc.",META,1326801,LISTED,developer,T1-limited,rubric,T3,medium,,,FY2023/FY2024 10-K AI-risk language on 'accuracy' and 'inaccurate ... or harmful content'. The 'package hallucination' phenomenon (LLMs inventing package names later uploaded as malware) is a cross-industry LLM-accuracy report only loosely tied to Meta as a model developer; not named.,Same-family generative-AI-inaccuracy risk language present; specific event not disclosed and only tangentially Meta-specific. T3.,Purportedly Hallucinated Software Packages with Potential Malware Reportedly Downloaded Thousands of Times by Developers
733,2024-06-09,General Motors Company,GM,1467858,LISTED,deployer,T2-moderate,rubric,T2,high,"10-Q Note: Commitments, Contingencies and Uncertainties (litigation matters) -- FTC consent order + OnStar Smart Driver privacy class actions and state AG suits.","no -- FTC matter resolved via an injunctive administrative consent order (5-year ban on sharing/selling geolocation and driver-behavior data, per the FTC action); privacy class actions and state enforcement suits ongoing with no material reserve quantified in the disclosure.","GM Q1 2025 10-Q (0001467858-25-000096, 2025-05-01), Note 'Commitments, Contingencies and Uncertainties': 'The Company resolved a Federal Trade Commission investigation through an agreed administrative consent order,' and describes 'putative class actions pending against GM in federal courts... alleg","GM's OnStar Smart Driver data-collection/sharing (the automaker-side of the insurer telematics-scoring incident) surfaces in filings only as its legal/regulatory aftermath -- an FTC consent order plus privacy class actions and state suits -- disclosed without AI/algorithmic framing, i.e., T2.",Auto Insurers Allegedly Are Surreptitiously Collecting and Scoring Driver Data
734,2024-06-18,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,Window 2024-06-18..2025-06-18 includes FY2024 10-K (0000950170-24-087843) with AI flawed/harmful-output risk language. NewsGuard finding that leading chatbots (incl. Microsoft Copilot) repeat Russian/Pravda disinformation maps to the inaccurate/harmful-output family; not named.,"In-window generic AI risk-factor language of same family; event unnamed. T3. (2022 predecessor incident 968 is T4, pre-FY2023.)",Leading AI Models Reportedly Found to Mimic Russian Disinformation in 33% of Cases and to Cite Fake Moscow News Sites
743,2024-07-16,Alphabet Inc.,GOOGL,1652044,LISTED,both,T2-moderate,rubric,T3,high,,,"FY2024 10-K AI risk factor expressly lists 'data privacy' among AI-related risks; 'Unintended consequences, uses, or customization of our AI tools ... may negatively affect ... privacy.' Gemini/Drive-scanning claim not named.",AI data-privacy concern within enumerated AI risk family; specific claim not disclosed.,Gemini AI Allegedly Reads Google Drive Files Without Explicit User Consent
744,2024-06-25,Microsoft Corporation,MSFT,789019,LISTED,developer,T1-limited,rubric,T3,medium,,,Window 2024-06-25..2025-06-25 includes FY2024 10-K (0000950170-24-087843) whose AI risk factor covers products/services being 'less useful' and AI reliance on flawed/inaccurate data. CIO reports of Copilot 365 requiring more effort / producing incorrect output map to that reliability family; not nam,In-window generic AI risk-factor language of same (utility/accuracy) family; event unnamed. T3. Confidence medium as the incident is a diffuse enterprise-adoption observation.,"AI Work Assistants Require More Effort Than Expected, CIOs Say"
748,2024-06-19,"PayPal Holdings, Inc.",PYPL,1633917,LISTED,both,T1-limited,rubric,T3,medium,,,"PayPal (CIK 0001633917). The in-window FY2024 10-K (0001633917-25-000019, 2025-02-04) carries 'artificial intelligence' risk language (same family: PayPal's use of AI/ML and generative-AI in its products and customer interactions). The June-2024 episode of PayPal's generative-AI assistant erroneousl",Family-level AI-product risk language is present in the in-window 10-K; the specific chatbot error is not disclosed and carried no legal/financial consequence. T3.,Erroneous Declined Transaction Notification by PayPal AI Assistant
750,2024-07-22,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,"Generative-AI risk factor explicitly lists 'accuracy, misinformation and deepfakes (including related to elections)' as risks of Meta's AI (present Q2 2024 10-Q 2024-08-01 and FY2024 10-K). AI chatbots giving inaccurate real-time political news is precisely this family. Event not named.","Generative-AI factual-accuracy failure on breaking political news; on-point same-family language, event unnamed. T3.",AI Chatbots Reportedly Inaccurately Conveyed Real-Time Political News
758,2023-09-11,"Meta Platforms, Inc.",META,1326801,LISTED,deployer,T3-severe,rubric,T3,high,,,efts q='controlled substances' = ZERO HITS; no named drug-ad matter. FY2023/FY2024 10-Ks cover objectionable/illegal third-party content and ad-moderation-failure risk. The report linking a teen's overdose to Meta's failure to block illegal-drug ads is not named.,Same-family ad-moderation-failure / illegal-content risk language present; specific incident not disclosed. T3.,Teen's Overdose Reportedly Linked to Meta's AI Systems Failing to Block Ads for Illegal Drugs
770,2024-08-16,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,"Window 2024-08-16..2025-08-16 includes FY2024 10-K (0000950170-24-087843) and FY2025 10-K (0000950170-25-100235), both carrying AI harmful/inaccurate-output and liability risk language. Copilot falsely accusing journalist Martin Bernklau (defamation) maps to the harmful-output/legal-liability family",In-window generic AI risk-factor language of same family; event unnamed. T3.,Microsoft Copilot Falsely Accuses Journalist Martin Bernklau of Crimes
773,2024-08-20,Microsoft Corporation,MSFT,789019,LISTED,developer,T1-limited,rubric,T3,high,,,Window 2024-08-20..2025-08-20 includes FY2024 10-K (0000950170-24-087843) and FY2025 10-K (0000950170-25-100235) with AI harmful-output and personal-data risk language. Copilot surfacing a real person's name in a training scenario (privacy/harmful output) is within that family; not named.,In-window generic AI risk-factor language of same (privacy/harmful-output) family; event unnamed. T3.,Chatbot in Workplace Training at Bunbury Prison Reveals Real Names in Sexual Harassment Case
778,2024-09-04,"Amazon.com, Inc.",AMZN,1018724,LISTED,developer,T1-limited,rubric,T3,medium,,,"Window 2024-09-04 to 2025-09-04. In-window FY2024 10-K (0001018724-25-000004, filed 2025-02-07) carries generic AI/ML risk language ('our and our customers' development and use of artificial intelligence may result in ... claims'). Alexa political-bias responses are not named; no related legal proce",Alexa generative responses covered by generic AI risk language; incident not named => T3.,Amazon's Alexa Reportedly Shows Political Preference Error in Trump-Harris Presidential Race Queries
788,2024-06-20,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,FY2024 10-K minors/teen-safety risk factors (state laws 'restricting our ability to offer services to minors'; Nevada AG teen-encryption action; 'activities that threaten people's safety or well-being... including with respect to younger users' in FY2025 10-K) plus objectionable-content risk. Meta a,"Algorithmic recommendation of sexual content to teen accounts; same family as disclosed teen-safety risk factors and youth litigation, but the specific WSJ-tested event is not named and the MDL predates it. Conservative T3 (not T2, since the disclosed litigation is not a consequence of this incident",Instagram's Algorithm Reportedly Recommended Sexual Content to Teenagers' Accounts
789,2024-06-12,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,Same content-moderation/objectionable-content risk factor family in Q2 2024 10-Q (2024-08-01) and FY2024 10-K ('failure to prevent or limit spam or otherwise objectionable content'; enforcement-action risk). Wrongful spam-flagging of independent news publishers is the same family. Event not named.,"AI moderation false-positive against publishers; covered by generic content/enforcement risk language, not disclosed specifically. T3.",Independent News Sites Flagged as Spam by Facebook's AI Moderation System
791,2024-09-09,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,"FY2024 10-K: 'harmful content, inaccuracies.' AI Overview feces/potty-training error not named.",AI-Overviews inaccuracy within harmful-content/inaccuracies family; not individually disclosed.,Google AI Error Prompts Parents to Use Fecal Matter in Child Training Exercise
794,2024-08-13,Alphabet Inc.,GOOGL,1652044,PARENT,both,T1-limited,rubric,T3,medium,,,"FY2024 10-K: 'undetected errors, bugs, and/or vulnerabilities'; 'products or services are defective or require a recall'; Other Bets/transportation risk language. Waymo honking glitch not named; 'autonomous vehicles' phrase absent (Waymo described as 'fully autonomous driving technology').",Autonomous-vehicle software glitch covered by errors/bugs and product-defect/Other Bets risk families; not specifically disclosed.,Reported Glitch in Waymo Self-Driving Cars Purportedly Triggers Regular All-Night Honking in San Francisco
796,2024-06-01,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,"Q2 2024 10-Q (0001326801-24-000069, filed 2024-08-01) and FY2024 10-K carry harmful/objectionable-content and content-moderation-failure risk factors ('failure to prevent or limit spam or otherwise objectionable content'; risk that we 'take, or fail to take, actions to enforce our policies, that res",Automated content-moderation over-removal error; Meta discloses generic content-moderation and objectionable-content risk but never names discrete moderation-error events. Classic T3.,Facebook's Content Moderation System Flagged and Removed Emergency Updates as Spam During Wildfires
803,2024-05-14,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,"FY2024 10-K addresses AI-generated content, spam/objectionable content, misinformation, and scams, plus recommendation-algorithm risk. The report that Facebook's algorithm amplifies AI-generated spam/scam images is not named as an event.",Same-family AI-generated-content/spam/scam risk language present; specific event not disclosed. T3.,"Facebook's Algorithm Reportedly Amplifies AI-Generated Content, Fueling Misleading Posts"
838,2024-04-25,Microsoft Corporation,MSFT,789019,LISTED,both,T3-severe,rubric,T3,high,,,Window 2024-04-25..2025-04-25 includes FY2024 10-K (0000950170-24-087843) with AI flawed/inaccurate/harmful-output risk language. Copilot unsafe medical advice (54% accuracy study) is within that family; not named.,In-window generic AI risk-factor language of same family; event unnamed. T3.,Microsoft Copilot Allegedly Provides Unsafe Medical Advice with High Risk of Severe Harm
845,2024-11-13,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,high,,,"FY2024 10-K: 'harmful content'; 'Unintended consequences ... may result in claims, lawsuits, brand or reputational harm.' Gemini 'Please die' threatening output not named.",Harmful-output event within harmful-content family; widely reported but not individually disclosed.,Google's Gemini Allegedly Generates Threatening Response in Routine Query
846,2021-10-06,"Meta Platforms, Inc.",META,1326801,LISTED,developer,T1-limited,rubric,T3,high,,,"efts q='Honduras' &ciks=1326801 returned only Conflict Minerals Reports (Form SD, e.g. 0001326801-23-000081) covering supply-chain due diligence, unrelated to the disinformation incident. FY2021 10-K covers 'use of our products or services for illicit or objectionable ends, including ... elections' ",No named disclosure of the Honduras election-disinformation campaign; election-integrity/objectionable-use risk language present. T3.,Social Media Algorithms Amplified Disinformation Campaign in Honduras Election
853,2024-02-03,Alphabet Inc.,GOOGL,1652044,PARENT,both,T1-limited,rubric,T3,medium,,,"Window 2024-02-03 to 2025-02-03. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries AI/ML technological-challenge risk language plus Other Bets/Waymo autonomous-technology risk. Passengers feeling trapped during a Waymo sensor obstruction is an AV-autonomy/safety event within the fa",Waymo AV sensor-obstruction incident covered by generic AI/ML + Other Bets technological risk language; event not named.,Two Passengers Report Feeling Trapped in Waymo Car During Sensor Obstruction
854,2024-09-30,Alphabet Inc.,GOOGL,1652044,PARENT,both,T1-limited,rubric,T3,medium,,,FY2024 10-K: Other Bets/transportation risk ('may not be successful or ... harm our reputation'); 'safety and/or well-being of our users.' Waymo stalled-harassment incident not named.,Waymo operational/safety event within Other Bets and user-safety families; not specifically disclosed.,Waymo Driverless Taxi Allegedly Stalled During Pedestrian Harassment Incident in San Francisco
857,2024-11-25,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,medium,,,"FY2024 10-K: 'products or services are defective or require a recall, it could harm our business, reputation'; AI-product 'inaccuracies.' Google Maps collapsed-bridge fatalities (India) not named; no related litigation disclosed (legal proceedings antitrust-only).","Mapping/navigation data error causing deaths; covered by product-defect and AI-inaccuracy families. Loosely within AI family (routing ML), no specific disclosure and no disclosed suit; medium confidence.","Navigation App Allegedly Directs Car Over Damaged Bridge in Uttar Pradesh, Resulting in Three Deaths"
859,2024-10-30,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,medium,,,"FY2024 10-K: 'harmful content, inaccuracies'; bad-actor/misuse AI language. Spanish-language AI election-misinformation study (multi-model) not named.",Multi-vendor misinformation finding within AI inaccuracies/misinformation family; not specifically disclosed.,AI Models Reportedly Found to Provide Misinformation on Election Processes in Spanish
861,2024-12-13,Apple Inc.,AAPL,320193,LISTED,both,T3-severe,rubric,T3,high,,,"Apple FY2024 10-K (0000320193-24-000123, filed 2024-11-01) and FY2025 10-K (0000320193-25-000079, filed 2025-10-31), both in-window for the 2024-12-13 incident, contain the AI-feature-harm risk language ('artificial intelligence features ... exposing users to harmful, inaccurate or other negative co",Generic same-family AI-inaccuracy/harm risk language present in in-window 10-Ks; the specific false-news-notification event is not named despite its salience. T3.,Apple Intelligence Reportedly Notified Users That Luigi Mangione Shot Himself and Benjamin Netanyahu Had Been Arrested
873,2024-12-10,Alphabet Inc.,GOOGL,1652044,LISTED,both,T2-moderate,rubric,T3,high,,,"FY2024 10-K: 'harmful content'; 'activities that threaten the safety and/or well-being of our users, including minors.' YouTube recommendation/eating-disorder amplification not named. EFTS 'addiction' = 0 hits in Alphabet 10-Ks -> social-media adolescent-addiction MDL NOT disclosed, so no T2.","Recommendation-algorithm harm to minors within harmful-content/user-safety family; related addiction litigation is not disclosed in filings, so remains T3 not T2.",YouTube Algorithms Allegedly Amplify Eating Disorder Content to Adolescent Girls
881,2024-12-27,Serve Robotics Inc.,SERV,1832483,LISTED,both,T1-limited,rubric,T3,low,,,"Serve Robotics (correct CIK 0001832483). Incident window 2024-12-27 to 2025-12-27. In-window filings include the FY2024 10-K (0001832483-25-000010, 2025-03-06) plus multiple 2025 8-Ks, all within the 35-hit 'artificial intelligence' corpus; Serve's risk factors address autonomous sidewalk-robot oper",Minor low-speed collision between a Waymo robotaxi and a Serve delivery bot; no litigation or material loss. Captured only by Serve's family-level autonomous-robot/AI operational-risk language; event not named. T3. [CIK corrected to 1832483; FY2024/25 10-K carries AI/autonomous risk language -> T3; specific collision not named.],Waymo Robotaxi Allegedly Collides With Serve Robotics Delivery Bot in Los Angeles
885,2025-01-03,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,"FY2024 10-K generative-AI risk factor covers 'harmful or illegal content... bias, discrimination, toxicity' from Meta's AI features. Meta AI fabricated personas (e.g., 'Liv','Grandpa Brian') exhibiting racism and false identity claims is the same family. Event not named.","First-party generative-AI persona producing biased/deceptive outputs; on-point same-family risk language, unnamed. T3.","Meta AI Characters Allegedly Exhibited Racism, Fabricated Identities, and Exploited User Trust"
889,2025-01-07,"Tesla, Inc.",TSLA,1318605,LISTED,both,T1-limited,rubric,T3,medium-high,,,'Actually Smart Summon'-linked parking-lot collisions and the associated NHTSA inquiry are not specifically named as a legal/safety matter in filings. Where 'Actually Smart Summon' does appear (Q3 2025 8-K earnings exhibit 0001628280-25-045861 and Q3 2025 10-Q 0001628280-25-045968) it is a product/r,Smart Summon appears only as a product/revenue item; the NHTSA collision probe is not specifically disclosed. Only same-family generic Autopilot/FSD risk language covers it -> GENERIC-RISK-LANGUAGE. Conservative T3 (not T2) because no legal proceeding names this event.,Tesla's 'Actually Smart Summon' Feature Reportedly Linked to Multiple Parking Lot Collisions
892,2024-08-05,Apple Inc.,AAPL,320193,LISTED,both,T1-limited,rubric,T3,high,,,"Apple FY2024 10-K (accession 0000320193-24-000123, filed 2024-11-01, aapl-20240928.htm), in-window for the 2024-08-05 incident, contains same-family AI-harm risk language: 'The introduction of new and complex technologies, such as artificial intelligence features, can increase these and other safety","In-window FY2024 10-K carries generic AI-feature-harm risk language (harmful/inaccurate content), but the specific scam-prioritization event is not named. T3.",Apple Intelligence Allegedly Flags Scam Messages as High Priority
934,2025-02-10,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,low,,,"FY2024/FY2025 10-K: 'inaccuracies' and 'Unintended consequences, uses ... of our AI tools.' NHK AI-translation Senkaku/Diaoyu error not named; Google-product linkage is unclear in the incident record.",Weak/ambiguous Google linkage (NHK's own AI subtitle service); coded T3 on generic AI-inaccuracy language but with low confidence given tenuous attribution to an Alphabet product.,NHK Terminates AI Translation Service After Geopolitical Naming Error
939,2025-02-21,"Meta Platforms, Inc.",META,1326801,LISTED,developer,T2-moderate,rubric,T3,high,,,"FY2024 10-K third-party-misuse clause: 'we cannot guarantee that third parties will not use such AI technologies for improper purposes... We may not have insight into, or control over, the practices of third parties who may utilize such AI technologies' (referring to Meta's open-source models). A Ch","Third-party misuse of Meta's open-source model (Llama); squarely within the open-source-misuse risk factor, unnamed. T3.",AI-Powered Chinese Surveillance Campaign 'Peer Review' Used for Real-Time Monitoring of Anti-State Speech on Western Social Media
