incident_id,incident_date,entity_slug,matched_company,ticker,CIK,listing_status,match_confidence,role,match_method,severity_tier,title
1251,2025-10-15,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Purportedly AI-Generated Hunting Regulation Errors Reportedly Lead to Idaho Citation and Multi-State Warnings from Wildlife Agencies
1268,2025-11-06,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta's Automated Ad and Targeting Systems Reportedly Enabled Large-Scale Fraud Revenue
1269,2025-10-27,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Autonomous Vehicle Reportedly Ran Over and Killed a Cat in San Francisco
1277,2025-11-21,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,"Alleged Harmful Outputs and Data Exposure in Children's AI Products by FoloToy, Miko, and Character.AI"
1279,2025-11-18,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Prominent AI Chatbots Allegedly Produced Incorrect UK Financial and ISA Guidance
1300,2025-12-04,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,"Waymo Self-Driving Vehicles Reportedly Passed Stopped School Buses at Least 19 Times, Prompting NHTSA Probe"
1302,2025-12-11,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Reported Viral AI-Generated Photo Purportedly Shows Donald Trump Using a Walker
1316,2025-12-19,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,"Google AI-Generated Search Summary Reportedly Falsely Implicated Canadian Musician in Sexual Offenses, Leading to Concert Cancellation"
1326,2025-12-20,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxis Allegedly Contributed to Traffic Gridlock During San Francisco PG&E Power Outage
1333,2026-01-03,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Purportedly AI-Generated Images and Videos Reportedly Spread Misinformation About Nicolás Maduro's Capture on X
1337,2025-12-08,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Reportedly Transported Undetected Person Trapped in Trunk in Los Angeles
1358,2026-01-24,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Purportedly AI-Altered Images Reportedly Distort Evidence After Minneapolis Shooting of ICU Nurse Alex Pretti
1361,2026-01-23,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,"Waymo Autonomous Vehicle Reportedly Struck Child Near Elementary School in Santa Monica, California"
1369,2026-02-07,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Purportedly AI-Generated Image Reportedly Circulated Ahead of Thai Election Depicting PM Anutin Charnvirakul Dining with Benjamin Mauerberger
1376,2026-02-15,amazon,"Amazon.com, Inc.",AMZN,1018724,LISTED,HIGH,deployer,crosswalk,UNSCORED,Amazon Delivery Van Reportedly Became Stranded on Essex Mudflats After GPS Routed It Onto the Broomway
1377,2026-02-13,bytedance,,,,FOREIGN,,both,crosswalk,UNSCORED,"Seedance 2.0 Reportedly Generated Viral Tom Cruise–Brad Pitt Fight Video, Prompting Hollywood IP and Likeness Complaints"
1382,2026-01-02,tencent,,,,FOREIGN,,both,crosswalk,UNSCORED,Tencent's WeChat-Integrated Yuanbao Chatbot Reportedly Insulted User During Coding Debug Request
1386,2026-01-23,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,"NPR Host David Greene Alleged Google's NotebookLM Replicated His Voice Without Consent, Prompting Lawsuit"
1393,2026-02-12,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Woolworths' Olive Chatbot Reportedly Generated 'Angry Mother' Anecdotes During Support Calls After Gemini Upgrade
1395,2026-02-23,deepseek,,,,FOREIGN,,deployer,crosswalk,UNSCORED,"Anthropic Said DeepSeek, Moonshot, and MiniMax Used Fraudulent Accounts and Proxies to Illicitly Distill Claude Capabilities at Scale"
1400,2025-10-24,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,developer,crosswalk,UNSCORED,West Midlands Police Reportedly Relied on Erroneous Copilot-Generated Intelligence in Maccabi Tel Aviv Away-Fan Ban Decision
1401,2026-02-27,amazon,"Amazon.com, Inc.",AMZN,1018724,LISTED,HIGH,both,crosswalk,UNSCORED,Washington State DOL's AI Phone System Reportedly Failed to Provide Spanish-Language Service to Callers Requesting Spanish
1414,2026-03-05,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Purported Gemini-Generated AI Images Reportedly Claimed U.S. Delta Force Soldiers Were Captured by the IRGC
1418,2026-02-27,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta AI Smart Glasses Reportedly Exposed Intimate User Imagery and Video to Human Reviewers in Kenya
1431,2025-09-29,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,"Google Gemini Reportedly Reinforced Delusions,  Allegedly Contributing to Florida User's Near-Harm Episode and Suicide"
1433,2025-11-27,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Google Antigravity Reportedly Deleted User's Entire D: Drive While Clearing Project Cache
1436,2022-06-23,integra-lifesciences,Integra LifeSciences Holdings,IART,917520,LISTED,MED,developer,crosswalk,UNSCORED,AI-Enabled TruDi Navigation System Was Alleged to Have Contributed to Patient's Stroke During June 2022 Sinus Procedure
1460,2026-03-31,baidu,"Baidu, Inc.",BIDU,1329099,FOREIGN,MED,both,crosswalk,UNSCORED,"Baidu Apollo Go Robotaxis Stopped in Traffic During Reported System Failure in Wuhan, Stranding Some Passengers"
1471,2026-03-18,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta Internal AI Agent Reportedly Gave Advice That Allegedly Exposed Sensitive Data to Unauthorized Employees
1492,2026-02-28,palantir,Palantir Technologies Inc.,PLTR,1321655,LISTED,HIGH,developer,crosswalk,UNSCORED,Purportedly AI-Enabled Targeting System Was Reportedly Implicated in Deadly U.S. Strike on Iranian Primary School
1493,2026-03-17,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Gemini and Grok Reportedly Misidentified Authentic Minab School-Strike Graveyard Photo as Unrelated Disaster Imagery
1507,2026-05-30,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,COEMPT Quality Assurance Engineers Allegedly Violated Indian CBSE Student Data Privacy Rights by Processing It with Google Gemini
1510,2026-05-31,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta AI Support Bot Reportedly Enabled Takeovers of High-Profile Instagram Accounts
1511,2026-01-30,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,deployer,crosswalk,UNSCORED,Grok Reportedly Generated Images After X Users Asked It to Unredact Epstein-File Photos of Children and Women
1512,2026-05-31,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,developer,crosswalk,UNSCORED,The Sydney Morning Herald and The Age Removed an Opinion Article After Undisclosed Copilot Use
1523,2026-05-14,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,developer,crosswalk,UNSCORED,Reported AI-Generated Videos Placed Kosovo Parliamentary Candidates in Purportedly Fabricated Campaign Scenes
1528,2023-05-19,integra-lifesciences,Integra LifeSciences Holdings,IART,917520,LISTED,MED,developer,crosswalk,UNSCORED,AI-Enabled TruDi Navigation System Was Alleged to Have Contributed to Patient's Stroke During May 2023 Sinuplasty
1534,2026-05-01,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Google Alleged Outsider Enterprise Used Gemini to Create Phishing Sites for Text-Message Scams
1537,2025-02-16,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Two Waymo Robotaxis Allegedly Contributed to Bike-Lane Collision That Injured San Francisco Cyclist
1538,2025-12-06,baidu,"Baidu, Inc.",BIDU,1329099,FOREIGN,MED,developer,crosswalk,UNSCORED,City of Zhuzhou in Hunan Suspended Hellobike Robotaxi Service After Vehicle Struck Two Pedestrians
1539,2025-08-26,zoox,"Amazon.com, Inc.",AMZN,1018724,PARENT,MED,both,crosswalk,UNSCORED,Zoox Robotaxi Crossed Into Opposing Lane and Stopped Near Oncoming Traffic
1540,2026-01-17,zoox,"Amazon.com, Inc.",AMZN,1018724,PARENT,MED,both,crosswalk,UNSCORED,"Zoox Robotaxi Reportedly Collided with Open Car Door, Allegedly Injuring San Francisco Street Ambassador"
1541,2026-01-07,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,"Waymo Robotaxi Reportedly Entered Phoenix Light-Rail Tracks, Prompting Passenger to Exit"
1543,2026-03-01,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Reportedly Obstructed Ambulance Responding to Austin Mass Shooting
1544,2026-04-20,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Reportedly Entered Flooded San Antonio Roadway and Was Swept Into Waterway
1546,2023-02-03,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Google Android Earthquake Alerts System Reportedly Underestimated Kahramanmaraş Earthquake and Failed to Send Urgent Warnings to Millions
1547,2026-04-11,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxis Reportedly Entered Closed Freeway Construction Zones in Arizona and California
1552,2026-06-19,tesla,"Tesla, Inc.",TSLA,1318605,LISTED,HIGH,developer,crosswalk,UNSCORED,Tesla Driver Reportedly Said Driver-Assistance Mode Was Engaged During Fatal Texas Home Crash
1557,2025-01-17,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Former New York City Council Candidate Jonathan Rinaldi Allegedly Used AI to Create False Endorsements and Fabricated News Reports
1559,2022-06-22,walmart,Walmart Inc.,WMT,104169,LISTED,HIGH,deployer,crosswalk,UNSCORED,Kalibrate Fuel Pricing Allegedly Enabled California Gas Station Operators to Coordinate Higher Pump Prices
1567,2026-03-22,serve-robotics,Serve Robotics Inc.,SERV,1832483,LISTED,MED,both,crosswalk,UNSCORED,Serve Robotics Delivery Robot Reportedly Crashed into Chicago Bus Shelter After Failing to Detect Glass
1572,2025-10-21,thomson-reuters,Thomson Reuters Corporation,TRI,1075124,FOREIGN,MED,developer,crosswalk,UNSCORED,Westlaw CoCounsel Reportedly Generated False Legal Quotations in United States v. Farris
1575,2026-01-20,paypal,"PayPal Holdings, Inc.",PYPL,1633917,LISTED,HIGH,deployer,crosswalk,UNSCORED,Eightfold AI Hiring Tools Allegedly Secretly Scored Job Applicants for Employers
1583,2026-07-04,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Reportedly Caught Fire After Driving Over Firework in San Francisco
1584,2026-05-20,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta's AI-Assisted Layoff Process Allegedly Disproportionately Selected Employees on Protected Leave
1588,2026-06-29,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Purportedly AI-Powered KT Platform Reportedly Used in Forced Scamming Operation Involving Trafficked Worker in Myanmar
1589,2024-04-01,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Purportedly AI-Powered 007TG Platform Reportedly Used by Scam Networks Linked to $75 Million in Proceeds
1599,2026-05-09,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Reportedly Remained Immobilized While Vandals Smashed Vehicle with Passenger Inside
1602,2026-06-20,zoox,"Amazon.com, Inc.",AMZN,1018724,PARENT,MED,both,crosswalk,UNSCORED,"Zoox Autonomous Vehicle Reportedly Entered Smoke-Obscured Fire Scene, Prompting Heavy-Smoke Detection Recall"
