incident_id,issuer,incident_date,severity,role,incident_app_families,incident_harm_families,filing_app_families,filing_harm_families,app_family_matched,harm_family_matched,t3_split,confidence,evidence_chars,supporting_fragment,title
700,"Meta Platforms, Inc.",2024-05-20,sev_limited,both,generative-llm,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,259,FY2024 10-K generative-AI risk language ('inaccurate ... or harmful content'; AI features may draw 'negative consumer perceptions' and 'ethical concerns'). Same-family generative-A,Meta's AI Chatbots Are Reportedly Entering Online Support Communities Uninvited
707,"Tesla, Inc.",2024-06-13,sev_severe,developer,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,T3a,high,573,"In-window 10-K = Tesla FY2024 (0001628280-25-003063, tsla-20241231.htm, filed 2025-01-30), which carries same-family Autopilot/FSD risk language: 'our vehicles have been involved a","Tesla Reportedly in Autopilot Mode Hits Parked Police Vehicle in Fullerton, California"
710,"Meta Platforms, Inc.",2024-04-15,sev_limited,both,content-moderation,misinformation-content,content-moderation,service-quality,content-moderation,,T3b,medium,249,FY2024 10-K content-moderation and AI-accuracy risk language ('accuracy'; automated systems susceptible to error; over-/under-enforcement of community standards). Same-family AI-mo,Facebook AI Reportedly Mislabels Auschwitz Photos as 'Bullying' and 'Nudity'
712,"Meta Platforms, Inc.",2024-04-26,sev_limited,both,generative-llm,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,207,"FY2024 10-K AI-risk language explicitly includes 'inaccurate, defamatory or harmful content' and 'accuracy'. Same-family generative-AI hallucination/defamation risk language presen",Meta AI Hallucinates Harassment Allegations Against New York Politicians
714,Microsoft Corporation,2024-03-29,sev_limited,developer,generative-llm,,generative-llm,,generative-llm,,T3b,medium,234,Window 2024-03-29..2025-03-29 includes FY2024 10-K (0000950170-24-087843) with AI flawed/inaccurate-output risk language. Microsoft-powered NYC MyCity chatbot giving unlawful advic,Microsoft-Powered New York City Chatbot Advises Illegal Practices
718,"Meta Platforms, Inc.",2024-04-06,sev_limited,both,speech-nlp,,,ip-copyright,,,T3b,low,363,FY2024 10-K flags AI training-data risks and 'intellectual property infringement or misappropriation' plus litigation over training data. Meta's own named training-data litigation ,"OpenAI, Google, and Meta Alleged to Have Overstepped Legal Boundaries for Training AI"
723,"Meta Platforms, Inc.",2024-05-13,sev_limited,both,,discrimination-bias|harmful-content-minors,ads-targeting,harmful-content-minors|physical-safety,,harmful-content-minors,T3b,medium,262,"efts q='trafficking' = proxy only; FY2024 10-K covers ad-delivery/targeting algorithm risk, child-safety scrutiny, and objectionable use. Same-family ad-targeting and child-safety ",Instagram Algorithms Reportedly Directed Children's Merchandise Ad Campaign to Adult Men and Sex Offenders
731,"Meta Platforms, Inc.",2023-12-01,sev_limited,developer,generative-llm,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,285,FY2023/FY2024 10-K AI-risk language on 'accuracy' and 'inaccurate ... or harmful content'. The 'package hallucination' phenomenon (LLMs inventing package names later uploaded as ma,Purportedly Hallucinated Software Packages with Potential Malware Reportedly Downloaded Thousands of Times by Developers
734,Microsoft Corporation,2024-06-18,sev_limited,both,generative-llm,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,278,Window 2024-06-18..2025-06-18 includes FY2024 10-K (0000950170-24-087843) with AI flawed/harmful-output risk language. NewsGuard finding that leading chatbots (incl. Microsoft Copi,Leading AI Models Reportedly Found to Mimic Russian Disinformation in 33% of Cases and to Cite Fake Moscow News Sites
743,Alphabet Inc.,2024-07-16,sev_moderate,both,generative-llm|predictive-scoring,privacy-surveillance,,privacy-surveillance,,privacy-surveillance,T3b,medium,225,"FY2024 10-K AI risk factor expressly lists 'data privacy' among AI-related risks; 'Unintended consequences, uses, or customization of our AI tools ... may negatively affect ... pri",Gemini AI Allegedly Reads Google Drive Files Without Explicit User Consent
744,Microsoft Corporation,2024-06-25,sev_limited,developer,generative-llm,service-quality,generative-llm,service-quality,generative-llm,service-quality,T3a,high,303,Window 2024-06-25..2025-06-25 includes FY2024 10-K (0000950170-24-087843) whose AI risk factor covers products/services being 'less useful' and AI reliance on flawed/inaccurate dat,"AI Work Assistants Require More Effort Than Expected, CIOs Say"
748,"PayPal Holdings, Inc.",2024-06-19,sev_limited,both,generative-llm,misinformation-content|service-quality,generative-llm,,generative-llm,,T3b,medium,407,"PayPal (CIK 0001633917). The in-window FY2024 10-K (0001633917-25-000019, 2025-02-04) carries 'artificial intelligence' risk language (same family: PayPal's use of AI/ML and genera",Erroneous Declined Transaction Notification by PayPal AI Assistant
750,"Meta Platforms, Inc.",2024-07-22,sev_limited,both,generative-llm,service-quality,generative-llm,misinformation-content,generative-llm,,T3b,medium,287,"Generative-AI risk factor explicitly lists 'accuracy, misinformation and deepfakes (including related to elections)' as risks of Meta's AI (present Q2 2024 10-Q 2024-08-01 and FY20",AI Chatbots Reportedly Inaccurately Conveyed Real-Time Political News
758,"Meta Platforms, Inc.",2023-09-11,sev_severe,deployer,content-moderation,harmful-content-minors|physical-safety|service-quality,content-moderation,,content-moderation,,T3b,medium,263,efts q='controlled substances' = ZERO HITS; FY2023/FY2024 10-Ks cover objectionable/illegal third-party content and ad-moderation-failure risk. Same-family ad-moderation-failure / ,Teen's Overdose Reportedly Linked to Meta's AI Systems Failing to Block Ads for Illegal Drugs
770,Microsoft Corporation,2024-08-16,sev_limited,both,generative-llm,harmful-content-minors|misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,337,"Window 2024-08-16..2025-08-16 includes FY2024 10-K (0000950170-24-087843) and FY2025 10-K (0000950170-25-100235), both carrying AI harmful/inaccurate-output and liability risk lang",Microsoft Copilot Falsely Accuses Journalist Martin Bernklau of Crimes
773,Microsoft Corporation,2024-08-20,sev_limited,developer,generative-llm,,generative-llm,privacy-surveillance,generative-llm,,T3b,medium,289,Window 2024-08-20..2025-08-20 includes FY2024 10-K (0000950170-24-087843) and FY2025 10-K (0000950170-25-100235) with AI harmful-output and personal-data risk language. Copilot sur,Chatbot in Workplace Training at Bunbury Prison Reveals Real Names in Sexual Harassment Case
778,"Amazon.com, Inc.",2024-09-04,sev_limited,developer,,discrimination-bias|service-quality,generative-llm|predictive-scoring,,,,T3b,low,316,"Window 2024-09-04 to 2025-09-04. In-window FY2024 10-K (0001018724-25-000004, filed 2025-02-07) carries generic AI/ML risk language ('our and our customers' development and use of ",Amazon's Alexa Reportedly Shows Political Preference Error in Trump-Harris Presidential Race Queries
788,"Meta Platforms, Inc.",2024-06-20,sev_limited,both,recommender-ranking,harmful-content-minors,content-moderation|recommender-ranking,harmful-content-minors|physical-safety,recommender-ranking,harmful-content-minors,T3a,high,543,FY2024 10-K minors/teen-safety risk factors (state laws 'restricting our ability to offer services to minors'; Nevada AG teen-encryption action; 'activities that threaten people's ,Instagram's Algorithm Reportedly Recommended Sexual Content to Teenagers' Accounts
789,"Meta Platforms, Inc.",2024-06-12,sev_limited,both,content-moderation,,content-moderation,misinformation-content|service-quality,content-moderation,,T3b,medium,298,Same content-moderation/objectionable-content risk factor family in Q2 2024 10-Q (2024-08-01) and FY2024 10-K ('failure to prevent or limit spam or otherwise objectionable content',Independent News Sites Flagged as Spam by Facebook's AI Moderation System
791,Alphabet Inc.,2024-09-09,sev_limited,both,,harmful-content-minors|service-quality,,,,,T3b,low,95,"FY2024 10-K: 'harmful content, inaccuracies. AI-Overviews inaccuracy within harmful-content/inaccuracies family;",Google AI Error Prompts Parents to Use Fecal Matter in Child Training Exercise
794,Alphabet Inc.,2024-08-13,sev_limited,both,autonomous-vehicle,service-quality,autonomous-vehicle,physical-safety|service-quality,autonomous-vehicle,service-quality,T3a,high,290,"FY2024 10-K: 'undetected errors, bugs, and/or vulnerabilities'; 'products or services are defective or require a recall'; Other Bets/transportation risk language. Autonomous-vehicl",Reported Glitch in Waymo Self-Driving Cars Purportedly Triggers Regular All-Night Honking in San Francisco
796,"Meta Platforms, Inc.",2024-06-01,sev_limited,both,content-moderation,privacy-surveillance|service-quality,content-moderation,service-quality,content-moderation,service-quality,T3a,high,459,"Q2 2024 10-Q (0001326801-24-000069, filed 2024-08-01) and FY2024 10-K carry harmful/objectionable-content and content-moderation-failure risk factors ('failure to prevent or limit ",Facebook's Content Moderation System Flagged and Removed Emergency Updates as Spam During Wildfires
803,"Meta Platforms, Inc.",2024-05-14,sev_limited,both,generative-llm|recommender-ranking,misinformation-content,content-moderation|generative-llm|recommender-ranking,misinformation-content,generative-llm|recommender-ranking,misinformation-content,T3a,high,237,"FY2024 10-K addresses AI-generated content, spam/objectionable content, misinformation, and scams, plus recommendation-algorithm risk. Same-family AI-generated-content/spam/scam ri","Facebook's Algorithm Reportedly Amplifies AI-Generated Content, Fueling Misleading Posts"
838,Microsoft Corporation,2024-04-25,sev_severe,both,generative-llm,,generative-llm,,generative-llm,,T3b,medium,214,Window 2024-04-25..2025-04-25 includes FY2024 10-K (0000950170-24-087843) with AI flawed/inaccurate/harmful-output risk language. Copilot unsafe medical advice (54% accuracy study),Microsoft Copilot Allegedly Provides Unsafe Medical Advice with High Risk of Severe Harm
845,Alphabet Inc.,2024-11-13,sev_limited,developer,generative-llm,physical-safety,predictive-scoring,,,,T3b,low,171,"FY2024 10-K: 'harmful content'; 'Unintended consequences ... may result in claims, lawsuits, brand or reputational harm. Harmful-output event within harmful-content family;",Google's Gemini Allegedly Generates Threatening Response in Routine Query
846,"Meta Platforms, Inc.",2021-10-06,sev_limited,developer,,misinformation-content,,misinformation-content,,misinformation-content,T3b,medium,328,"efts q='Honduras' &ciks=1326801 returned only Conflict Minerals Reports (Form SD, e.g. 0001326801-23-000081) covering supply-chain due diligence, unrelated to the disinformation in",Social Media Algorithms Amplified Disinformation Campaign in Honduras Election
853,Alphabet Inc.,2024-02-03,sev_limited,both,autonomous-vehicle,,,physical-safety,,,T3b,low,341,"Window 2024-02-03 to 2025-02-03. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries AI/ML technological-challenge risk language plus Other Bets/Waymo autonomous-te",Two Passengers Report Feeling Trapped in Waymo Car During Sensor Obstruction
854,Alphabet Inc.,2024-09-30,sev_limited,both,autonomous-vehicle,physical-safety,,physical-safety,,physical-safety,T3b,medium,183,.. harm our reputation'); 'safety and/or well-being of our users. Waymo operational/safety event within Other Bets and user-safety families;,Waymo Driverless Taxi Allegedly Stalled During Pedestrian Harassment Incident in San Francisco
857,Alphabet Inc.,2024-11-25,sev_limited,both,,physical-safety,,physical-safety|service-quality,,physical-safety,T3b,medium,264,"FY2024 10-K: 'products or services are defective or require a recall, it could harm our business, reputation'; AI-product 'inaccuracies. Mapping/navigation data error causing death","Navigation App Allegedly Directs Car Over Damaged Bridge in Uttar Pradesh, Resulting in Three Deaths"
859,Alphabet Inc.,2024-10-30,sev_limited,both,,misinformation-content|service-quality,,misinformation-content,,misinformation-content,T3b,medium,150,"FY2024 10-K: 'harmful content, inaccuracies'; bad-actor/misuse AI language. Multi-vendor misinformation finding within AI inaccuracies/misinformation family;",AI Models Reportedly Found to Provide Misinformation on Election Processes in Spanish
861,Apple Inc.,2024-12-13,sev_severe,both,,harmful-content-minors|misinformation-content,,,,,T3b,low,529,"Apple FY2024 10-K (0000320193-24-000123, filed 2024-11-01) and FY2025 10-K (0000320193-25-000079, filed 2025-10-31), both in-window for the 2024-12-13 incident, contain the AI-feat",Apple Intelligence Reportedly Notified Users That Luigi Mangione Shot Himself and Benjamin Netanyahu Had Been Arrested
873,Alphabet Inc.,2024-12-10,sev_moderate,both,recommender-ranking,harmful-content-minors,recommender-ranking,harmful-content-minors|physical-safety,recommender-ranking,harmful-content-minors,T3a,high,293,"FY2024 10-K: 'harmful content'; 'activities that threaten the safety and/or well-being of our users, including minors. Recommendation-algorithm harm to minors within harmful-conten",YouTube Algorithms Allegedly Amplify Eating Disorder Content to Adolescent Girls
881,Serve Robotics Inc.,2024-12-27,sev_limited,both,autonomous-vehicle|robotics-automation,physical-safety,autonomous-vehicle|robotics-automation,harmful-content-minors|physical-safety,autonomous-vehicle|robotics-automation,physical-safety,T3a,high,588,"Serve Robotics (correct CIK 0001832483). Incident window 2024-12-27 to 2025-12-27. In-window filings include the FY2024 10-K (0001832483-25-000010, 2025-03-06) plus multiple 2025 8",Waymo Robotaxi Allegedly Collides With Serve Robotics Delivery Bot in Los Angeles
885,"Meta Platforms, Inc.",2025-01-03,sev_limited,both,generative-llm|predictive-scoring,misinformation-content,generative-llm|predictive-scoring,discrimination-bias|misinformation-content,generative-llm|predictive-scoring,misinformation-content,T3a,high,271,"FY2024 10-K generative-AI risk factor covers 'harmful or illegal content... bias, discrimination, toxicity' from Meta's AI features. Meta AI fabricated personas (e.g., 'Liv','Grand","Meta AI Characters Allegedly Exhibited Racism, Fabricated Identities, and Exploited User Trust"
889,"Tesla, Inc.",2025-01-07,sev_limited,both,autonomous-vehicle,physical-safety|service-quality,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,T3a,high,624,Where 'Actually Smart Summon' does appear (Q3 2025 8-K earnings exhibit 0001628280-25-045861 and Q3 2025 10-Q 0001628280-25-045968) it is a product/revenue reference only ('mention,Tesla's 'Actually Smart Summon' Feature Reportedly Linked to Multiple Parking Lot Collisions
892,Apple Inc.,2024-08-05,sev_limited,both,,misinformation-content,,physical-safety,,,T3b,low,514,"Apple FY2024 10-K (accession 0000320193-24-000123, filed 2024-11-01, aapl-20240928.htm), in-window for the 2024-08-05 incident, contains same-family AI-harm risk language: 'The int",Apple Intelligence Allegedly Flags Scam Messages as High Priority
934,Alphabet Inc.,2025-02-10,sev_limited,developer,speech-nlp,service-quality,,,,,T3b,low,200,"FY2024/FY2025 10-K: 'inaccuracies' and 'Unintended consequences, uses ... of our AI tools. Google-product linkage is unclear in the incident record. Weak/ambiguous Google linkage (",NHK Terminates AI Translation Service After Geopolitical Naming Error
939,"Meta Platforms, Inc.",2025-02-21,sev_moderate,developer,,privacy-surveillance,,privacy-surveillance,,privacy-surveillance,T3b,medium,408,.. A Chinese surveillance system built on Meta's open-source Llama is exactly this disclosed risk. Third-party misuse of Meta's open-source model (Llama); squarely within the open-,AI-Powered Chinese Surveillance Campaign 'Peer Review' Used for Real-Time Monitoring of Anti-State Speech on Western Soc
940,"Tesla, Inc.",2025-02-17,sev_limited,both,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,T3a,high,410,"In-window 10-K = Tesla FY2025 (accession 0001628280-26-003952, filed 2026-01-29; efts q=%22Autopilot%22 forms=10-K,10-Q ciks=0001318605 2026 confirms Autopilot present), which cont",Tesla Cybertruck Operating in Full Self-Driving Mode Reportedly Crashes into Pole in Nevada After Failing to Merge
952,Apple Inc.,2025-02-25,sev_limited,both,speech-nlp,service-quality,,,,,T3b,low,361,"Apple FY2025 10-K (0000320193-25-000079, filed 2025-10-31), in-window for the 2025-02-25 dictation-bug incident, contains the AI-feature-harm risk language ('artificial intelligenc",Apple’s Voice Dictation Reportedly Substitutes ‘Trump’ for ‘Racist’ Due to Speech Recognition Bug
956,Microsoft Corporation,2025-02-28,sev_limited,both,generative-llm,ip-copyright,generative-llm,ip-copyright,generative-llm,ip-copyright,T3a,high,318,"Window 2025-02-28..2026-02-28 includes FY2025 10-K (0000950170-25-100235) with AI data-security and training-data risk language. Truffle Security's finding of 12,000 live API keys ","Alleged Inclusion of 12,000 Live API Keys in LLM Training Data Reportedly Poses Security Risks"
957,"Meta Platforms, Inc.",2025-02-28,sev_limited,both,recommender-ranking,physical-safety|service-quality,content-moderation|recommender-ranking,physical-safety|service-quality,recommender-ranking,physical-safety|service-quality,T3a,high,401,"Q1 2025 10-Q (0001326801-25-000054, filed 2025-05-01) and FY2024 10-K objectionable-content, content-moderation-failure, and user-safety risk factors ('fail to respond expeditiousl",Alleged Instagram Algorithm Malfunction Floods Users' Reels Feeds with Violent and Graphic Content
963,Alphabet Inc.,2025-03-05,sev_moderate,both,generative-llm,harmful-content-minors|physical-safety,generative-llm,harmful-content-minors|physical-safety,generative-llm,harmful-content-minors|physical-safety,T3a,high,223,"FY2024/FY2025 10-K: 'harmful content'; 'new avenues of abuse for bad actors'; 'safety ... of our users, including minors. AI-generated abuse content within harmful-content/bad-acto",Google Reports Alleged Gemini-Generated Terrorism and Child Exploitation to Australian eSafety Commission
967,Alphabet Inc.,2025-03-06,sev_limited,both,generative-llm|recommender-ranking,misinformation-content|service-quality,,,,,T3b,low,156,"FY2024/FY2025 10-K: 'harmful content, inaccuracies. Amazon is the primary generator. Search-surfaced harmful AI content within inaccuracies/harmful-content family;",Amazon and Google AI Allegedly Promote Mein Kampf as 'a True Work of Art' in Search Results
975,Alphabet Inc.,2025-03-05,sev_limited,developer,generative-llm,harmful-content-minors,generative-llm,,generative-llm,,T3b,medium,199,"FY2024/FY2025 10-K: 'new avenues of abuse for bad actors'; 'Unintended consequences, uses, or customization of our AI tools.' 10,000-harmful-chatbots report (multi-vendor incl. Mul","At Least 10,000 AI Chatbots, Including Jailbroken Models, Allegedly Promote Eating Disorders, Self-Harm, and Sexualized "
981,Apple Inc.,2025-03-05,sev_limited,both,speech-nlp,,,,,,T3b,low,349,"Apple FY2025 10-K (0000320193-25-000079, filed 2025-10-31), in-window for the 2025-03-05 incident, contains the AI-feature-harm risk language ('artificial intelligence features ...",Apple AI Transcription Allegedly Inserts Explicit Language into Scottish Woman’s Voicemail
993,Apple Inc.,2025-03-12,sev_limited,developer,,service-quality,,,,,T3b,low,372,"Apple FY2025 10-K (0000320193-25-000079, filed 2025-10-31), in-window for the 2025-03-12 NAPLAN predictive-text incident, contains AI-feature-harm risk language ('artificial intell",Sydney Students Allegedly Forced to Retake NAPLAN After AI Predictive Text Error
995,Microsoft Corporation,2023-12-27,sev_limited,both,generative-llm|predictive-scoring,ip-copyright,,ip-copyright,,ip-copyright,T3b,medium,406,Window 2023-12-27..2024-12-27 includes FY2024 10-K (0000950170-24-087843) whose AI risk factor covers intellectual-property exposure from AI. NYT v. 'copyright' returns only routin,The New York Times Reportedly Sues OpenAI and Microsoft Over Alleged Unauthorized AI Training on Its Content
1020,"Meta Platforms, Inc.",2025-04-11,sev_moderate,developer,generative-llm,harmful-content-minors,generative-llm,harmful-content-minors,generative-llm,harmful-content-minors,T3a,high,372,.. harmful content') plus generative-AI 'harmful or illegal content' language. Misconfigured llama.cpp servers exposing CSAM-roleplay prompts is this family. Third-party unsafe dep,Reportedly Unsafe Deployment of Llama.cpp Reveals Interactive AI-Generated CSAM Roleplay Prompts
1040,"Meta Platforms, Inc.",2025-04-26,sev_limited,both,generative-llm,harmful-content-minors,generative-llm,harmful-content-minors|physical-safety,generative-llm,harmful-content-minors,T3a,high,290,Q1 2025 10-Q (2025-05-01) generative-AI 'harmful or illegal content' risk plus minors/teen-safety risk factors. Meta AI and user-created companions engaging in sexual roleplay with,Meta User-Created AI Companions Allegedly Implicated in Facilitating Sexually Themed Conversations Involving Underage Pe
1097,Alphabet Inc.,2025-06-12,sev_severe,both,recommender-ranking,physical-safety|service-quality,,service-quality,,service-quality,T3b,low,121,"FY2024/FY2025 10-K: 'harmful content, inaccuracies. AI-Overviews factual error within inaccuracies family;",Google AI Overview Reportedly Misstates Aircraft Manufacturer as Airbus Instead of Boeing in Air India Flight 171 Crash
1101,"Meta Platforms, Inc.",2025-04-29,sev_limited,both,generative-llm|recommender-ranking,,generative-llm|recommender-ranking,privacy-surveillance,generative-llm|recommender-ranking,,T3b,medium,252,Q1 2025 10-Q (2025-05-01) generative-AI risk factor lists 'data privacy' among AI risks; general privacy/user-data risk factors also present. The Meta AI app 'Discover' feed inadve,Meta AI App Reportedly Publishes Personal Chats Without Users Fully Realizing
1106,Microsoft Corporation,2025-06-13,sev_severe,both,generative-llm,misinformation-content,generative-llm,,generative-llm,,T3b,medium,317,"Window 2025-06-13..2026-06-13 includes FY2025 10-K (0000950170-25-100235) with AI harmful-output/liability risk language ('used in ways that are unintended or inappropriate', poten","Chatbots Allegedly Reinforced Delusional Thinking in Several Reported Users, Leading to Real-World Harm"
1108,"Meta Platforms, Inc.",2025-06-10,sev_limited,both,generative-llm,misinformation-content,generative-llm,,generative-llm,,T3b,medium,482,"Q2 2025 10-Q (0001628280-25-036791, filed 2025-07-31) and FY2025 10-K generative-AI risk factor lists 'consumer protection' among AI risks; FY2025 10-K also references 'inquiries a",Digital Rights Groups Accuse Meta and Character.AI of Facilitating Unlicensed Therapy via Chatbots
1123,Alphabet Inc.,2025-06-26,sev_limited,developer,generative-llm,,generative-llm,,generative-llm,,T3b,medium,200,"FY2024/FY2025 10-K: 'new avenues of abuse for bad actors'; 'Unintended consequences, uses ... of our AI tools. Google one of several tools. Third-party misuse of generative tools (","Reported Student Misuse of ChatGPT, StudyX, and Gemini to Obtain Answers During Vietnam's 2025 National High School Grad"
1128,Alphabet Inc.,2025-06-15,sev_limited,developer,generative-llm,,,misinformation-content,,,T3b,low,154,FY2024/FY2025 10-K: 'harmful content'/misinformation and 'new avenues of abuse for bad actors. Third-party political misuse of Google Veo; covered by generic bad-actor/misinformati,Philippine Officials Reportedly Share Veo 3-Generated Video to Support Vice President Sara Duterte During Impeachment
1157,Alphabet Inc.,2025-07-14,sev_moderate,developer,generative-llm,harmful-content-minors|physical-safety,,harmful-content-minors|physical-safety,,harmful-content-minors|physical-safety,T3b,medium,190,"FY2024/FY2025 10-K: 'harmful content'; 'activities that threaten the safety and/or well-being of our users, including minors. Minor-safety/harmful-content AI failure within enumera",Google Gemini Reportedly Generates Sexual Role‑Play for Account Registered as Minor
1158,"Amazon.com, Inc.",2025-07-17,sev_limited,both,generative-llm,,generative-llm,,generative-llm,,T3b,medium,345,"Window 2025-07-17 to 2026-07-17. In-window Q2 2025 10-Q (0001018724-25-000086), Q3 2025 10-Q (0001018724-25-000123) and FY2025 10-K (0001018724-26-000004, filed 2026-02-06) carry g",Alleged Malicious Wiping Command Found in Amazon Q AI Assistant
1159,Microsoft Corporation,2025-05-10,sev_limited,developer,,service-quality,,,,,T3b,low,256,Window 2025-05-10..2026-05-10 includes FY2025 10-K (0000950170-25-100235) with AI flawed/inaccurate-output risk language. AI4Peat (Natural England + Microsoft) misclassifying grani,Government‑Backed AI4Peat Mapping Tool Allegedly Misidentifies Granite Outcrops and Quarries as Peat
1164,Alphabet Inc.,2024-05-06,sev_limited,both,generative-llm,service-quality,,,,,T3b,low,223,"FY2024 10-K: 'harmful content, inaccuracies' from 'evolving AI-related efforts'; .. before they arise. Healthcare-AI inaccuracy within the inaccuracies risk family;",Google Healthcare AI Model Med‑Gemini Allegedly Produces Non‑Existent 'Basilar Ganglia' Term in Published Output
1172,"Meta Platforms, Inc.",2024-12-26,sev_limited,both,generative-llm,,generative-llm,privacy-surveillance,generative-llm,,T3b,medium,373,"FY2024 10-K (0001326801-25-000017, filed 2025-01-30) generative-AI risk factor lists 'data privacy, cybersecurity' among AI risks, and separate security-breach risk factor covers '",Meta AI Bug in Deployed Service Reportedly Allowed Potential Access to Other Users' Prompts and Responses
1173,Alphabet Inc.,2025-06-23,sev_limited,both,generative-llm,,,service-quality,,,T3b,low,239,"FY2025 10-K (acc 0001652044-26-000018) and FY2024 10-K: 'undetected errors, bugs, and/or vulnerabilities'; .. before they arise. Model-behavior bug within errors/bugs and AI-issues",Google Gemini Reportedly Exhibits Repetitive Self-Deprecating Responses Attributed to Bug
1174,Microsoft Corporation,2025-02-26,sev_limited,both,generative-llm,,generative-llm,discrimination-bias,generative-llm,,T3b,medium,297,"Window 2025-02-26..2026-02-26 includes FY2025 10-K (0000950170-25-100235) carrying AI-harm ('unintended or inappropriate', 'flawed or biased') and data/security risk language. Copi",Microsoft Copilot Reportedly Able to Access Cached Data from Since-Private GitHub Repositories
1176,Microsoft Corporation,2025-08-01,sev_limited,both,generative-llm,physical-safety,,discrimination-bias|physical-safety|privacy-surveillance,,physical-safety,T3b,medium,640,"In-window periodic report for the 2025-08-01 Windows Recall incident is the FY2026 10-K (0001193125-26-323660, filed 2026-07-29), continuing Microsoft's AI-harm risk family (flawed",Microsoft's Windows Recall Allegedly Stores Passwords and Social Security Numbers in Preview Mode
1178,Alphabet Inc.,2025-07-21,sev_limited,both,generative-llm,,,service-quality,,,T3b,low,204,"FY2024/FY2025 10-K: 'undetected errors, bugs, and/or vulnerabilities'; .. before they arise. AI coding-assistant defect within errors/bugs and AI-issues family;",Google Gemini CLI Reportedly Deletes User Files After Misinterpreting Command Sequence
1179,McDonald's Corporation,2025-06-30,sev_limited,both,generative-llm,,,privacy-surveillance,,,T3b,low,460,"In-window annual: FY2025 10-K filed 2026-02-24 (acc 0000063908-26-000035, mcd-20251231.htm) — within the incident window (2025-06-30 to 2026-06-30). This filing is in the FY2023+ s",McDonald's McHire AI Recruitment Platform Reportedly Exposed Data of 64 Million Applicants via Default Login and API Vul
1180,"Meta Platforms, Inc.",2025-03-25,sev_severe,both,generative-llm,physical-safety,generative-llm,physical-safety,generative-llm,physical-safety,T3a,high,376,"FTS 'Wongbandue' = 0 hits across all Meta filings; However, Q1 2025 10-Q (2025-05-01) generative-AI risk factor covers 'harmful... content... Same-family generative-AI-harm languag","Purported Meta AI Chatbot Persona 'Big sis Billie' Reportedly Engages in Romantic Roleplay and Provides Address, Linked "
1181,Alphabet Inc.,2025-06-28,sev_limited,developer,generative-llm,,,misinformation-content,,,T3b,low,145,FY2024/FY2025 10-K: 'harmful content'/misinformation and 'new avenues of abuse for bad actors. Third-party misuse of Google Veo generating misleading video; covered by generic bad-,"Purported AI-Generated Video Reportedly Depicts Illegal Tiger Sales in Bagerhat, Bangladesh"
1186,Microsoft Corporation,2025-07-31,sev_limited,both,generative-llm,,,privacy-surveillance,,,T3b,low,480,"Incident date 2025-07-31 is one day after Microsoft's FY2025 10-K filing (2025-07-30), so the in-window periodic report is the FY2026 10-K (accession 0001193125-26-323660, filed 20","Reported Public Exposure of Over 100,000 LLM Conversations via Share Links Indexed by Search Engines and Archived"
1187,Alphabet Inc.,2025-08-15,sev_limited,developer,generative-llm|predictive-scoring,,,,,,T3b,low,151,"FY2024/FY2025 10-K: 'harmful content, inaccuracies'; 'new avenues of abuse for bad actors. AI-Overviews inaccuracy enabling scam within inaccuracies/harmful-content/bad-actor famil","Google AI Overviews and ChatGPT Reportedly Cited Fraudulent Cruise Hotline, Allegedly Enabling Successful Scam"
1188,Microsoft Corporation,2025-06-25,sev_limited,both,generative-llm,misinformation-content|rights-legal,,discrimination-bias,,,T3b,low,646,"Microsoft FY2025 10-K (accession 0000950170-25-100235, filed 2025-07-30, msft-20250630.htm), in-window for a 2025-06-25 incident, contains same-family AI-harm risk language: 'AI al",Multiple LLMs Reportedly Generated Responses Aligning with Purported CCP Censorship and Propaganda
1200,"Meta Platforms, Inc.",2025-08-28,sev_severe,both,generative-llm,harmful-content-minors,generative-llm,harmful-content-minors|physical-safety,generative-llm,harmful-content-minors,T3a,high,443,"Q3 2025 10-Q (0001628280-25-047240, filed 2025-10-30) and FY2025 10-K generative-AI 'harmful or illegal content' risk plus minors/teen-safety risk factors ('safety or well-being...",Meta AI on Instagram Reportedly Facilitated Suicide and Eating Disorder Roleplay with Teen Accounts
1205,Alphabet Inc.,2025-09-11,sev_limited,both,generative-llm|predictive-scoring,misinformation-content|service-quality,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,210,"FY2025 10-K risk factors cover AI 'harmful content, inaccuracies ... defamation' and reputational harm. Generative-AI amplification of false information during Kirk coverage falls ",Multiple Generative AI Systems Reportedly Amplify False Information During Charlie Kirk Assassination Coverage
